PAYER_NAME,PAYER_AREA,NATIONAL_PAYER_ID,SUBSCRIBER_ID,PAYER_PERSON_ID,SUBSCRIBER_OR_DEPENDENT_INDICATOR,RELATIONSHIP,MEMBER_ID,MEMBER_ID_FAMILY_SEQUENCE_NUMBER,PREVIOUS_MEMBER_ID,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME_SUFFIX,DOB,LAST_4_DIGIT_SSN,GENDER,MARITAL_STATUS,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE,COUNTRY,ZIP_CODE,PHONE_NUMBER_1,PHONE_NUMBER_2,EMAIL_ADDRESS,GROUP_NUMBER,GROUP_NAME,EMPLOYER_NAME,EMPLOYER_SIZE,BUSINESS_MODEL,REASON_FOR_MEDICARE_ENTITLEMENT,COVERAGE_TYPE,FUNDING_MODEL,EMPLOYMENT_STATUS,COBRA_START_DATE,COBRA_END_DATE,NOT_SUBJECT_TO_COB_INDICATOR,NOT_SUBJECT_TO_COB_REASON,INITIAL_COVERAGE_DATE,CURRENT_COVERAGE_START_DATE,COVERAGE_EXPIRED_DATE,ESRD_COORDINATION_PERIOD_START_DATE,ESRD_COORDINATION_PERIOD_END_DATE,EXISTING_COB_PAYER_NAME,EXISTING_COB_NATIONAL_PAYER_ID,EXISTING_COB_SUBSCRIBER_ID,EXISTING_COB_SUBSCRIBER_FIRST_NAME,EXISTING_COB_SUBSCRIBER_LAST_NAME,EXISTING_COB_SUBSCRIBER_DOB,EXISTING_COB_SUBSCRIBER_EMPLOYMENT_STATUS,EXISTING_COB_RELATIONSHIP,EXISTING_COB_MEMBER_ID,EXISTING_COB_FAMILY_SEQUENCE_NUMBER,EXISTING_COB_FIRST_NAME,EXISTING_COB_LAST_NAME,EXISTING_COB_DOB,EXISTING_COB_GROUP_NAME,EXISTING_COB_MEMBER_EMPLOYMENT_STATUS,EXISTING_COB_BUSINESS_MODEL,EXISTING_COB_COVERAGE_TYPE,EXISTING_COB_INITIAL_COVERAGE_DATE,EXISTING_COB_CURRENT_COVERAGE_START_DATE,EXISTING_COB_COVERAGE_EXPIRED_DATE,COB_STATE,COVERAGE_OVERLAP_START_DATE,COVERAGE_OVERLAP_END_DATE,EXISTING_COB_VERIFY_DATE,EXISTING_COB_INDICATOR,EXISTING_COB_CODE,PRIMACY_DETERMINATION_CODE,COB_CLASSIFICATION_INDICATOR,PAYER_PRIMACY
LongSage,COB04Test1,1245319599,715838280P1,,2,2,715838281P1,,,David,,Ward,,19890508,9031,1,1,1456 Reynolds Ridges Suite 134,,Timothyview,MN,,55039,1001127601,,robin78@grant.info,GRP01023,HealthPro,Morales and Sons,0.0,3,1.0,35,2,,,,,,20210506,20210307,20220307,,,LongSage,,751659152P1,David,Ward,19890508,,0,751659152P1,,David,Ward,19890508,GMedicPlus,,1,35,20201215,20210307,20220307,VA,20210307,20220307,,,,D003,,
LongSage,COB04WK2PRIMACYDET,1245319599,394664466P1,,2,1,981273598P1,,,Kristin,,Weiss,,19960514,904,2,0,696 Hannah Lock,,West Eddie,WY,,40838,1001130335,,ymckenzie@case-leblanc.com,GRP01024,GMedicPlus,Williams-Johnston,1.0,3,2.0,MH,0,,,,,,20201222,20201224,20211224,20210312.0,20220312.0,Intriq Medical,,939518576P1,Ashlee,Reyes,19810214,3.0,2,939518576P1,,Barbara,Rhodes,19760903,GMedicPlus,2.0,1,MH,20210114,20210116,20220116,MI,20210116,20211224,,,,D011,,
LongSage,COB04WK2NEWBORN,1245319599,539763190P1,,2,1,466467851P1,,,David,,Ellis,,19701125,2206,2,2,"PSC 6142, Box 6663",,North Christinemouth,MO,,99415,1001127069,,travis89@gmail.com,GRP01023,HealthPro,,,3,1.0,35,1,,,,,,20210127,20210420,20220420,,,Intriq Medical,,314509056P1,Misty,Wagner,20190217,1.0,2,314509056P1,,Cody,Clark,19710929,HealthPro,2.0,1,35,20210108,20210110,20220110,WA,20210420,20220110,,,,D002,,
LongSage,COB02Test1,1245319599,815127817P1,,1,0,815127817P1,,,Joseph,,Bright,,19550905,3577,2,1,7580 Jackson Branch,,Port Brandon,UT,,14617,1001126105,,mcfarlandtiffany@hotmail.com,,,,,3,2.0,35,2,,,,1.0,,20210509,20210308,20220308,20201222.0,20211222.0,Aristocrat,,501086272P1,Joseph,Bright,19550905,3.0,0,501086272P1,,Joseph,Bright,19550905,GMedicPlus,3.0,1,35,20210306,20210128,20220128,DE,20210308,20220128,,,,U021,,
LongSage,COB03Test1,1245319599,303114729P1,,2,2,300571891P1,,,Brittany,,Singh,,19510623,9018,2,2,01700 Jeffrey Port,,North Brendaborough,WV,,70324,1001130455,,sarah10@hernandez-collins.com,GRP01023,HealthPro,,,3,1.0,AL,2,,,,,,20210424,20201123,20211123,20210416.0,20220416.0,Intriq Medical,,227326936P1,Shawn,Jackson,20040413,1.0,2,227326936P1,,Laura,Richardson,19730212,GMedicPlus,3.0,1,AL,20210131,20210415,20220415,ME,20210415,20211123,,,,D001,,
LongSage,COB04DIFFGRPNAME,1245319599,909091386P1,,2,1,127165019P1,,,Elizabeth,,Jones,,20210111,4315,1,9,09579 Sutton Heights Suite 176,,East Craig,TX,,76232,1001129660,,mossjeffrey@gmail.com,GRP01024,GMedicPlus,Collins and Sons,0.0,3,1.0,MH,1,,,,,,20210110,20210228,20220228,,,LongSage,,572541649P1,Elizabeth,Jones,20210111,,0,572541649P1,,Elizabeth,Jones,20210111,GMedicPlus,,1,MH,20210428,20201211,20211211,KS,20210228,20211211,,,,D004,,
LongSage,COB04WK2OVERLAPEND,1245319599,450954023P1,,1,0,450954023P1,,,Robert,,Williams,,19520402,7731,2,2,679 Anderson Crossing,,Robinshire,WV,,6065,1001126487,,nowen@hotmail.com,,,,,3,0.0,98,0,,,,1.0,,20210115,20201218,20211218,,,Aristocrat,,820281493P1,Mary,Dennis,19570614,3.0,1,820281493P1,,Robert,Williams,19520402,HealthPro,,2,98,20201130,20210516,20220516,WA,20210516,20211218,,,,U041,,
LongSage,COB04WK2EMPSTATUS,1245319599,783438499P1,,2,1,120760345P1,,,Brandi,,Hicks,,19450922,2288,1,1,70722 Anderson Squares,,Cruzport,IN,,90675,1001125453,,erice@hester.org,,,,,3,1.0,MH,0,,,,0.0,,20210310,20210413,20220413,,,Intriq Medical,,352772033P1,Brandi,Hicks,19450922,0.0,0,352772033P1,,Brandi,Hicks,19450922,HealthPro,0.0,1,MH,20210409,20210401,20220401,KS,20210413,20220401,,,,U007,,
LongSage,COB04WK2SUBID,1245319599,173437454P1,,2,1,173437455P1,,,Diane,,Santos,,19540130,1486,1,9,19319 Richardson Street,,Sarashire,ID,,98750,1001124431,,kendra08@bryant-kirk.com,GRP01023,HealthPro,Hawkins and Sons,,3,2.0,33,0,,,,0.0,,20210109,20210322,20220322,20210303.0,20220303.0,Caprock,,811969380P1,Diane,Santos,19540130,2.0,0,811969380P1,,Diane,Santos,19540130,HealthPro,,3,33,20210106,20210516,20220516,CT,20210516,20220322,,,,U006,,
LongSage,COB04DIFFNATPAYERID,1245319599,633706180P1,,2,1,277569140P1,,,Ryan,,Castro,,19510111,6811,2,1,422 Green Valley Suite 861,,Aaronbury,ND,,82664,1001125730,,rachel32@gmail.com,,,,,3,1.0,AL,2,,,,0.0,,20210505,20210506,20220506,,,Intriq Medical,,544945488P1,Ryan,Castro,19510111,0.0,0,544945488P1,,Ryan,Castro,19510111,HealthPro,0.0,1,AL,20210404,20210403,20220403,NH,20210506,20220403,,,,U007,,
LongSage,COB04WK2DEPEMPSTATUS,1245319599,720156899P1,,2,1,720156900P1,,,Ryan,,Lewis,,20000507,3256,2,1,820 Simmons Route Suite 372,,Port Brandonmouth,WI,,2495,1001127824,,gregoryray@yahoo.com,GRP01023,HealthPro,,,3,2.0,88,0,,,,,,20151220,20210325,20220325,20210122.0,20220122.0,Caprock,,583157565P1,Barbara,Johnson,19920630,1.0,1,583157565P1,,Cassie,Hill,19820627,HealthPro,1.0,1,88,20210208,20210411,20220411,NE,20210411,20220325,,,,D010,,
LongSage,COB04WK2CCXD,1245319599,227575296P1,,1,0,227575296P1,,,Brian,,Jackson,,19980715,4449,2,9,624 Myers Greens Suite 798,,North Peterfurt,OR,,74090,1001129963,,mendozacharles@ortega.com,GRP01024,GMedicPlus,Grant Inc,0.0,3,1.0,1,2,,,,,,20210227,20201210,20211210,,,LongSage,,318583228P1,Brian,Jackson,19980715,,0,318583228P1,,Brian,Jackson,19980715,GMedicPlus,,1,1,20210313,20210220,20220220,IL,20210220,20211210,,,,D004,,
LongSage,COB03Test1,1245319599,878676029P1,,1,0,878676029P1,,,Nicholas,,Cooper,,19520930,3459,1,1,362 Simon Place,,Wadeberg,NE,,49273,1001126171,,ustewart@gmail.com,,,,,3,0.0,98,2,,,,0.0,,20210320,20210119,20220119,,,Cope Health,,476800461P1,Eric,Brown,19601030,1.0,1,476800461P1,,Nicholas,Cooper,19520930,HealthPro,,2,98,20201213,20201127,20211127,ME,20210119,20211127,,,,U041,,
LongSage,COB04WK2OVERLAPSTART,1245319599,437056095P1,,1,0,437056095P1,,,Darrell,,Stephens,,19540824,7832,2,9,204 Johnson Walk Apt. 546,,Simsstad,GA,,43666,1001126330,,huffrachael@haley-myers.info,,,,,3,0.0,35,1,,,,1.0,,20210329,20201215,20211215,,,Intriq Medical,,757640636P1,Stephen,Mendez,19650318,2.0,1,757640636P1,,Darrell,Stephens,19540824,HealthPro,,2,35,20201213,20210512,20220512,MN,20210512,20211215,,,,U041,,
LongSage,COB04WK2NEWBORN,1245319599,166344868P1,,2,1,391255442P1,,,Hannah,,Ellison,,19510412,8445,2,1,3435 Stevens Inlet Suite 070,,Gonzalezmouth,CA,,77882,1001125784,,wmcdonald@hotmail.com,,,,,3,1.0,35,1,,,,1.0,,20210228,20210120,20220120,,,Grey Leaf,,794669529P1,Hannah,Ellison,19510412,0.0,0,794669529P1,,Hannah,Ellison,19510412,HealthPro,0.0,1,35,20210324,20210110,20220110,IL,20210120,20220110,,,,U007,,
LongSage,COB03Test1,1245319599,132334278P1,,2,1,565085877P1,,,Kenneth,,Martinez,,19460926,9692,2,2,117 Parker Estate,,Michaeltown,AZ,,87969,1001124371,,jerryeverett@yahoo.com,GRP01024,GMedicPlus,Ross-Hicks,,3,2.0,35,1,,,,0.0,,20210512,20210126,20220126,20201220.0,20211220.0,Grey Leaf,,755626126P1,Kenneth,Martinez,19460926,2.0,0,755626126P1,,Kenneth,Martinez,19460926,HealthPro,,3,35,20210318,20210224,20220224,CA,20210224,20220126,,,,U006,,
LongSage,COB04WK2OVERLAPEND,1245319599,444536505P1,,1,0,444536505P1,,,David,,Williams,,19511111,3338,1,0,17527 Thompson Lodge,,Murilloview,SD,,65397,1001129751,,colemanerica@thompson-huber.info,GRP01024,GMedicPlus,"Adkins, Whitaker and Wilson",1.0,3,2.0,AL,2,,,,,,20210202,20210415,20220415,20210116.0,20220116.0,LongSage,,520972616P1,David,Williams,19511111,,0,520972616P1,,David,Williams,19511111,HealthPro,,1,AL,20210302,20210203,20220203,TX,20210415,20220203,,,,D011,,
LongSage,COB04WK2OtherPayName,1245319599,162754601P1,,1,0,162754601P1,,,John,,Williams,,19520606,6407,1,9,9246 Shawn Drive,,New Kyle,NJ,,63995,1001126150,,joshua47@sullivan.net,,,,,3,2.0,AL,1,,,,1.0,,20210123,20210118,20220118,20210325.0,20220325.0,Caprock,,509386029P1,John,Williams,19520606,3.0,0,509386029P1,,John,Williams,19520606,HealthPro,3.0,1,AL,20210119,20210512,20220512,MD,20210512,20220118,,,,U021,,
LongSage,COB02Test1,1245319599,831417395P1,,1,0,831417395P1,,,Courtney,,Burgess,,20150401,6871,1,9,932 Gonzalez Roads,,Lake Danielchester,ID,,57842,1001128896,,millercolton@hotmail.com,GRP01023,HealthPro,Jones LLC,2.0,3,2.0,33,2,,,,,,20201122,20201202,20211202,20210425.0,20220425.0,Grey Leaf,,543897742P1,Shelby,Bishop,19641103,2.0,1,543897742P1,,Danny,Williams,19610404,GMedicPlus,1.0,1,33,20210204,20201206,20211206,WA,20201206,20211202,,,,D011,,
LongSage,COB04DIFFNATPAYERID,1245319599,179503551P1,,1,0,179503551P1,,,Elizabeth,,Diaz,,19500315,5786,1,1,46219 Barnes Courts,,Hortontown,CT,,56905,1001125012,,kevin01@yahoo.com,GRP01023,HealthPro,"Price, Walker and Hernandez",1.0,1,,33,0,0.0,,,1.0,,20210124,20201122,20211122,,,Intriq Medical,,300589241P1,Jessica,Savage,19450114,,1,300589241P1,,Elizabeth,Diaz,19500315,GMedicPlus,,3,33,20201129,20201226,20211226,WA,20201226,20211122,,,,U007,,
LongSage,COB04WK2DEPEMPSTATUS,1245319599,745084527P1,,1,0,745084527P1,,,Anne,,Hodge,,19761007,8769,1,0,516 Martinez Roads,,Lopezton,MN,,85653,1001127855,,mariadalton@gmail.com,GRP01024,GMedicPlus,"Thomas, Oliver and Beck",0.0,3,2.0,1,1,,,,,,20170612,20210315,20220315,20210222.0,20220222.0,LongSage,,316690041P1,Anne,Hodge,19761007,,0,316690041P1,,Anne,Hodge,19761007,HealthPro,,1,1,20210122,20210126,20220126,VT,20210315,20220126,,,,D010,,
LongSage,COB04WK2PHARMGRPNBR,1245319599,145741350P1,,1,0,145741350P1,,,Paul,,Castro,,19531103,7036,2,9,55215 Blankenship Circle,,Carterstad,NJ,,48425,1001126137,,donna86@gmail.com,,,,,3,2.0,1,0,,,,0.0,,20210420,20210122,20220122,20210325.0,20220325.0,Intriq Medical,,671635283P1,Paul,Castro,19531103,3.0,0,671635283P1,,Paul,Castro,19531103,GMedicPlus,3.0,1,1,20210214,20201213,20211213,LA,20210122,20211213,,,,U021,,
LongSage,COB04DIFFLASTNAME,1245319599,506845015P1,,2,2,727566004P1,,,Shannon,,Olsen,,20170615,4892,1,0,1861 Trevino Plaza,,West Jenniferbury,VA,,47259,1001128345,,robertstewart@smith.com,GRP01023,HealthPro,Mcmillan-Thompson,2.0,3,1.0,AL,2,,,,,,20210211,20201228,20211228,,,LongSage,,369403654P1,Shannon,Olsen,20170615,,0,369403654P1,,Shannon,Olsen,20170615,HealthPro,,1,AL,20210505,20201201,20211201,AR,20201228,20211201,,,,D004,,
LongSage,COB04WK2NEWBORN,1245319599,256297000P1,,1,0,256297000P1,,,Alejandro,,Nash,,19521005,5077,1,1,924 Lee Lake,,Jacksontown,AK,,94999,1001126028,,pamchung@gmail.com,,,,,3,2.0,1,0,,,,0.0,,20210115,20210515,20220515,20210424.0,20220424.0,Intriq Medical,,887290745P1,Alejandro,Nash,19521005,3.0,0,887290745P1,,Alejandro,Nash,19521005,HealthPro,3.0,1,1,20210120,20201228,20211228,KS,20210515,20211228,,,,U021,,
LongSage,COB04WK2RXID,1245319599,771453164P1,,1,0,771453164P1,,,David,,Rangel,,19550914,7596,2,1,9453 York Center,,Gonzalezstad,TN,,80679,1001125939,,patrickedwards@lee-martin.net,,,,,3,2.0,98,2,,,,0.0,,20201118,20210321,20220321,20210327.0,20220327.0,Cope Health,,373635082P1,David,Rangel,19550914,3.0,0,373635082P1,,David,Rangel,19550914,HealthPro,3.0,1,98,20201228,20201225,20211225,WI,20210321,20211225,,,,U021,,
LongSage,COB04WK2OVERLAPEND,1245319599,938870516P1,,2,1,938870517P1,,,Jennifer,,Herman,,19450419,5553,1,1,6169 Herring Manors Suite 847,,Christianburgh,DE,,59544,1001125684,,keviningram@yahoo.com,,,,,3,1.0,UC,0,,,,1.0,,20201206,20201129,20211129,,,Aristocrat,,328540996P1,Jennifer,Herman,19450419,0.0,0,328540996P1,,Jennifer,Herman,19450419,GMedicPlus,0.0,1,UC,20210422,20210508,20220508,WI,20210508,20211129,,,,U007,,
LongSage,COB01Test1,1245319599,672967086P1,,1,0,672967086P1,,,Calvin,,Sanchez,,19681230,7129,2,2,9332 Reyes Springs,,Catherinetown,VT,,61962,1001128526,,cmoore@clements.com,GRP01024,GMedicPlus,Alexander PLC,1.0,3,2.0,35,1,,,,,,20210325,20210520,20220520,20210515.0,20220515.0,Caprock,,952476090P1,Patricia,Peters,19970331,3.0,1,952476090P1,,Lauren,Robinson,19830520,GMedicPlus,3.0,1,35,20201222,20210304,20220304,AR,20210520,20220304,,,,D009,,
LongSage,COB04WK2SUBID,1245319599,613438037P1,,1,0,613438037P1,,,Julia,,Rice,,20140909,8667,1,2,88331 Jason Cape,,Schmittside,CO,,51673,1001128860,,fordkyle@yahoo.com,GRP01023,HealthPro,"Herrera, Miller and Austin",1.0,3,2.0,33,2,,,,,,20210511,20201209,20211209,20210329.0,20220329.0,Intriq Medical,,319188961P1,Jose,Taylor,19831223,3.0,2,319188961P1,,Nancy,Raymond,19590420,GMedicPlus,1.0,1,33,20201228,20210107,20220107,ND,20210107,20211209,,,,D011,,
LongSage,COB04WK2RXID,1245319599,730873281P1,,1,0,730873281P1,,,Amanda,,Boyd,,19990628,7499,1,2,51694 Kathy Lights Apt. 344,,Hayesshire,RI,,94724,1001129716,,davidbowen@hotmail.com,GRP01023,HealthPro,,,3,2.0,1,2,,,,,,20210216,20201224,20211224,20210109.0,20220109.0,Aristocrat,,507217585P1,Nicholas,Holland,20091229,2.0,2,507217585P1,,Lisa,Bauer,19940825,GMedicPlus,3.0,1,1,20210516,20201231,20211231,MA,20201231,20211224,,,,D009,,
LongSage,COB04DIFFNATPAYERID,1245319599,717051293P1,,2,2,599703920P1,,,David,,Mendez,,19660904,2834,2,9,3481 Chandler Causeway Suite 837,,South Gregory,AL,,75261,1001128765,,petersonamber@grant-nelson.com,GRP01024,GMedicPlus,Copeland PLC,0.0,3,2.0,52,1,,,,,,20201220,20210325,20220325,20210215.0,20220215.0,LongSage,,639128662P1,David,Mendez,19660904,,0,639128662P1,,David,Mendez,19660904,HealthPro,,1,52,20201227,20210131,20220131,NE,20210325,20220131,,,,D011,,
LongSage,COB04Test1,1245319599,507906785P1,,2,2,453807102P1,,,Bryan,,Chambers,,20100312,3816,1,0,00706 Angela Square,,Jonchester,AZ,,91137,1001128319,,millerdennis@green-wilson.biz,GRP01023,HealthPro,Wilson and Sons,2.0,3,2.0,52,0,,,,,,20210414,20210404,20220404,20210127.0,20220127.0,LongSage,,787728271P1,Bryan,Chambers,20100312,,0,787728271P1,,Bryan,Chambers,20100312,HealthPro,,1,52,20210423,20210324,20220324,MT,20210404,20220324,,,,D011,,
LongSage,COB04WK2PBM,1245319599,752801685P1,,2,1,752801686P1,,,Amy,,Reynolds,,19701227,6199,1,1,6349 Kevin Fields Suite 914,,North Kelly,KY,,11284,1001128738,,lauragarcia@hotmail.com,GRP01023,HealthPro,Pugh-Burnett,0.0,3,1.0,52,0,,,,,,20201229,20210120,20220120,,,LongSage,,726302059P1,Amy,Reynolds,19701227,,0,726302059P1,,Amy,Reynolds,19701227,GMedicPlus,,1,52,20210520,20210308,20220308,MD,20210308,20220120,,,,D003,,
LongSage,COB04WK2OVERLAPSTART,1245319599,343967642P1,,2,1,840213988P1,,,Kevin,,Lopez,,19510620,7410,2,9,4116 Keith Crossroad Suite 478,,South Janettown,AK,,30868,1001124335,,debra71@becker-williams.com,GRP01024,GMedicPlus,"Gonzales, Davidson and Parrish",,3,2.0,52,0,,,,1.0,,20201228,20210306,20220306,20210408.0,20220408.0,Grey Leaf,,193801407P1,Kevin,Lopez,19510620,2.0,0,193801407P1,,Kevin,Lopez,19510620,HealthPro,,3,52,20201214,20201215,20211215,ID,20210306,20211215,,,,U006,,
LongSage,COB04WK2OVERLAPSTART,1245319599,692987173P1,,1,0,692987173P1,,,Tom,,Tucker,,19481117,6573,2,1,8402 Vaughn Field Apt. 775,,Lauraville,SC,,95752,1001124834,,kerry00@gmail.com,,,,,3,1.0,35,1,,,,0.0,,20210206,20210104,20220104,,,Cope Health,,482417024P1,William,Odom,19500306,0.0,1,482417024P1,,Tom,Tucker,19481117,GMedicPlus,,1,35,20210130,20210222,20220222,WA,20210222,20220104,,,,U007,,
LongSage,COB04DIFFFIRSTNAME,1245319599,714936334P1,,1,0,714936334P1,,,Justin,,Anderson,,20181104,8956,2,2,6763 Bradley Cape Apt. 142,,Glenntown,WI,,51123,1001130290,,steven51@williamson.org,GRP01024,GMedicPlus,Clements-Cortez,1.0,3,2.0,98,1,,,,,,20210111,20210319,20220319,20210116.0,20220116.0,LongSage,,379073364P1,Justin,Anderson,20181104,,0,379073364P1,,Justin,Anderson,20181104,HealthPro,,1,98,20210429,20210423,20220423,IA,20210423,20220319,,,,D011,,
LongSage,COB03Test1,1245319599,657603469P1,,1,0,657603469P1,,,Thomas,,Molina,,19451015,6899,2,1,99987 Brown Ranch Suite 333,,Lake Sydneytown,KS,,97502,1001125252,,qmccormick@gmail.com,GRP01024,GMedicPlus,"Nguyen, Thompson and Melton",1.0,1,,33,0,0.0,,,1.0,,20210111,20210213,20220213,,,Grey Leaf,,524570325P1,Kimberly,Henry,19500414,,1,524570325P1,,Thomas,Molina,19451015,GMedicPlus,,3,33,20210112,20210316,20220316,NH,20210316,20220213,,,,U007,,
LongSage,COB04WK2OVERLAPSTART,1245319599,316661303P1,,2,1,791821216P1,,,Michael,,Lee,,19640121,541,1,0,433 Collins Street,,South Dale,MI,,31313,1001126873,,stephanierussell@hinton.org,GRP01023,HealthPro,Shaw-Sellers,0.0,3,1.0,35,0,,,,,,20210403,20210305,20220305,,,LongSage,,406253164P1,Michael,Lee,19640121,,0,406253164P1,,Michael,Lee,19640121,GMedicPlus,,1,35,20210215,20201216,20211216,FL,20210305,20211216,,,,D003,,
LongSage,COB04WK2CCXD,1245319599,328637663P1,,1,0,328637663P1,,,Andrea,,Johnson,,19550802,1083,2,1,906 Nicole Walks Apt. 521,,Tinamouth,MD,,48065,1001124957,,mercerjacqueline@jackson.biz,GRP01024,GMedicPlus,Henry-Washington,3.0,1,,MH,0,0.0,,,1.0,,20210312,20210424,20220424,,,Caprock,,899503625P1,Andrea,Johnson,19500817,,1,899503625P1,,Andrea,Johnson,19550802,GMedicPlus,,3,MH,20201207,20210323,20220323,KY,20210424,20220323,,,,U007,,
LongSage,COB04WK2EMPSTATUS,1245319599,283652444P1,,2,1,283652445P1,,,Katelyn,,Knapp,,19660821,1562,2,2,788 Padilla Valley Apt. 467,,Port Kenneth,MA,,60065,1001128400,,jason79@allen-warren.info,GRP01024,GMedicPlus,,,3,1.0,MH,1,,,,,,20201221,20210517,20220517,,,Grey Leaf,,855093889P1,Jeanette,Parker,20040702,3.0,1,855093889P1,,Andrew,Bridges,19640904,GMedicPlus,3.0,1,MH,20210423,20201226,20211226,ND,20210517,20211226,,,,D001,,
LongSage,COB04WK2PRIMACY,1245319599,880267865P1,,1,0,880267865P1,,,Scott,,Mack,,20020608,2111,1,9,824 Tran Spring,,North Valeriemouth,MS,,47634,1001129153,,cperez@hampton.com,GRP01023,HealthPro,,,3,1.0,MH,2,,,,,,20201221,20210121,20220121,,,LongSage,,547175557P1,Scott,Mack,20020608,,0,547175557P1,,Scott,Mack,20020608,HealthPro,,1,MH,20210117,20210507,20220507,WA,20210507,20220121,,,,D003,,
LongSage,COB01Test1,1245319599,674198688P1,,2,2,674198689P1,,,Veronica,,Bailey,,19640309,2870,1,1,4150 Herrera Turnpike,,North Elizabethberg,OK,,58589,1001126662,,amandamartin@harding.biz,GRP01024,GMedicPlus,Edwards-Fields,0.0,3,2.0,35,2,,,,,,20160805,20210209,20220209,20201216.0,20211216.0,Caprock,,895332536P1,Scott,White,20060423,1.0,2,895332536P1,,Melissa,Garcia,19620321,HealthPro,3.0,1,35,20210427,20201122,20211122,CA,20210209,20211122,,,,D008,,
LongSage,COB04WK2PRIMACYDET,1245319599,210278628P1,,2,1,510152164P1,,,Jimmy,,Sanchez,,19850513,386,1,0,69909 Tyler Park Suite 201,,Shafferborough,WA,,74543,1001127039,,dgarcia@gmail.com,GRP01024,GMedicPlus,Rubio-Santiago,2.0,3,1.0,MH,1,,,,,,20210201,20210130,20220130,,,LongSage,,805124540P1,Jimmy,Sanchez,19850513,,0,805124540P1,,Jimmy,Sanchez,19850513,HealthPro,,1,MH,20210204,20210326,20220326,FL,20210326,20220130,,,,D004,,
LongSage,COB04WK2COBINDICATOR,1245319599,973988850P1,,1,0,973988850P1,,,Laura,,Dunn,,19510116,5507,2,2,Unit 8730 Box 2994,,Joshuaton,WY,,69147,1001124228,,michellecolon@yahoo.com,GRP01023,HealthPro,"Golden, Howard and Terrell",,3,2.0,33,0,,,,0.0,,20210513,20210405,20220405,20210213.0,20220213.0,Intriq Medical,,732542343P1,Megan,Wilson,19500726,1.0,1,732542343P1,,Laura,Dunn,19510116,GMedicPlus,,3,33,20210414,20210419,20220419,VA,20210419,20220405,,,,U006,,
LongSage,COB04DIFFFIRSTNAME,1245319599,972913531P1,,1,0,972913531P1,,,Rebecca,,Pierce,,19510625,2949,2,1,43266 Linda Stream,,West Kevinchester,WA,,82663,1001124756,,brett03@yahoo.com,,,,,3,1.0,35,2,,,,1.0,,20210315,20210201,20220201,,,Caprock,,300380142P1,Jessica,Rowe,19550915,0.0,1,300380142P1,,Rebecca,Pierce,19510625,HealthPro,,1,35,20210111,20210319,20220319,NY,20210319,20220201,,,,U007,,
LongSage,COB04DIFFNATPAYERID,1245319599,418256524P1,,1,0,418256524P1,,,Kathleen,,Donovan,,19531126,5034,1,9,9641 Brian Well,,South Joybury,UT,,80971,1001124114,,david95@young.com,GRP01024,GMedicPlus,"Washington, Aguilar and Martinez",,3,2.0,MH,1,,,,1.0,,20210313,20201125,20211125,20201213.0,20211213.0,Caprock,,144328115P1,Michelle,Mitchell,19540219,3.0,1,144328115P1,,Kathleen,Donovan,19531126,HealthPro,,3,MH,20210508,20210404,20220404,MT,20210404,20211125,,,,U006,,
LongSage,COB04WK2RXID,1245319599,931716025P1,,1,0,931716025P1,,,Michael,,Savage,,19640307,3040,1,1,569 Frank Divide,,Jessicafort,CA,,96103,1001128281,,mitchellwilson@hotmail.com,GRP01024,GMedicPlus,Patton-Parks,1.0,3,1.0,MH,2,,,,,,20210503,20210204,20220204,,,LongSage,,880591396P1,Michael,Savage,19640307,,0,880591396P1,,Michael,Savage,19640307,HealthPro,,1,MH,20210421,20210213,20220213,IL,20210213,20220204,,,,D003,,
LongSage,COB04WK2PBM,1245319599,262777368P1,,1,0,262777368P1,,,Christopher,,Riley,,19491202,2571,1,1,USCGC Austin,,Lake Jamesburgh,CT,,33671,1001124578,,cmedina@yahoo.com,,,,,3,1.0,MH,2,,,,0.0,,20201225,20210209,20220209,,,Cope Health,,388877765P1,Kenneth,Robinson,19470202,0.0,1,388877765P1,,Christopher,Riley,19491202,HealthPro,,1,MH,20210505,20210508,20220508,MT,20210508,20220209,,,,U007,,
LongSage,COB04DIFFPAYERAREA,1245319599,339930208P1,,1,0,339930208P1,,,Carlos,,Mitchell,,19510628,3688,2,0,17627 Dylan Overpass Apt. 920,,Danielshire,AL,,77150,1001124116,,ostrickland@smith.com,GRP01023,HealthPro,Hale Inc,,3,2.0,47,1,,,,1.0,,20210122,20210121,20220121,20210502.0,20220502.0,Grey Leaf,,182596581P1,Catherine,Diaz,19550225,,1,182596581P1,,Carlos,Mitchell,19510628,HealthPro,,3,47,20210220,20210103,20220103,CO,20210121,20220103,,,,U006,,
LongSage,COB04WK2SUBEMPSTATUS,1245319599,716142422P1,,1,0,716142422P1,,,Joshua,,Jones,,20080321,4700,2,1,08104 Ann Prairie Apt. 945,,Lake Samuelport,OH,,88100,1001129453,,goneal@hotmail.com,GRP01023,HealthPro,"Powers, Gonzales and Shaffer",0.0,3,1.0,1,0,,,,,,20201122,20210306,20220306,,,Caprock,,925009367P1,Brandon,Lane,19610313,2.0,1,925009367P1,,Lisa,Hernandez,19520628,GMedicPlus,1.0,1,1,20210119,20210117,20220117,NE,20210306,20220117,,,,D003,,
